1.0.0.1;APNIC Research and Development, APNIC-LABS (AU)
104.21.76.64;Cloudflare, Inc., CLOUDFLARENET
104.21.78.13;Cloudflare, Inc., CLOUDFLARENET
104.21.79.28;Cloudflare, Inc., CLOUDFLARENET
104.21.79.77;Cloudflare, Inc., CLOUDFLARENET
104.21.8.238;Cloudflare, Inc., CLOUDFLARENET
104.21.8.33;Cloudflare, Inc., CLOUDFLARENET
104.21.80.144;Cloudflare, Inc., CLOUDFLARENET
104.21.81.27;Cloudflare, Inc., CLOUDFLARENET
104.21.83.19;Cloudflare, Inc., CLOUDFLARENET
104.21.84.109;Cloudflare, Inc., CLOUDFLARENET
104.21.84.134;Cloudflare, Inc., CLOUDFLARENET
104.21.84.192;Cloudflare, Inc., CLOUDFLARENET
104.21.84.67;Cloudflare, Inc., CLOUDFLARENET
104.21.84.71;Cloudflare, Inc., CLOUDFLARENET
104.21.84.94;Cloudflare, Inc., CLOUDFLARENET
104.21.85.189;Cloudflare, Inc., CLOUDFLARENET
104.21.85.240;Cloudflare, Inc., CLOUDFLARENET
104.21.85.71;Cloudflare, Inc., CLOUDFLARENET
104.21.85.81;Cloudflare, Inc., CLOUDFLARENET
104.21.86.106;Cloudflare, Inc., CLOUDFLARENET
104.21.86.93;Cloudflare, Inc., CLOUDFLARENET
104.21.87.78;Cloudflare, Inc., CLOUDFLARENET
104.21.87.79;Cloudflare, Inc., CLOUDFLARENET
104.21.89.202;Cloudflare, Inc., CLOUDFLARENET
104.21.89.246;Cloudflare, Inc., CLOUDFLARENET
104.21.9.132;Cloudflare, Inc., CLOUDFLARENET
104.21.9.147;Cloudflare, Inc., CLOUDFLARENET
104.21.9.22;Cloudflare, Inc., CLOUDFLARENET
104.21.90.14;Cloudflare, Inc., CLOUDFLARENET
104.21.90.219;Cloudflare, Inc., CLOUDFLARENET
104.21.90.5;Cloudflare, Inc., CLOUDFLARENET
104.21.91.188;Cloudflare, Inc., CLOUDFLARENET
104.21.92.190;Cloudflare, Inc., CLOUDFLARENET
104.21.92.238;Cloudflare, Inc., CLOUDFLARENET
104.21.93.243;Cloudflare, Inc., CLOUDFLARENET
104.21.94.82;Cloudflare, Inc., CLOUDFLARENET
104.21.95.19;Cloudflare, Inc., CLOUDFLARENET
104.21.95.235;Cloudflare, Inc., CLOUDFLARENET
104.21.96.72;Cloudflare, Inc., CLOUDFLARENET
104.214.71.38;Microsoft Corporation, MSFT
104.215.5.225;Microsoft Corporation, MSFT
104.22.30.209;Cloudflare, Inc., CLOUDFLARENET
104.22.33.172;Cloudflare, Inc., CLOUDFLARENET
104.22.4.69;Cloudflare, Inc., CLOUDFLARENET
104.22.50.98;Cloudflare, Inc., CLOUDFLARENET
104.22.51.98;Cloudflare, Inc., CLOUDFLARENET
104.22.52.86;Cloudflare, Inc., CLOUDFLARENET
104.22.53.252;Cloudflare, Inc., CLOUDFLARENET
104.22.53.86;Cloudflare, Inc., CLOUDFLARENET
104.22.55.206;Cloudflare, Inc., CLOUDFLARENET
104.22.56.245;Cloudflare, Inc., CLOUDFLARENET
104.22.58.199;Cloudflare, Inc., CLOUDFLARENET
104.22.62.227;Cloudflare, Inc., CLOUDFLARENET
104.22.70.192;Cloudflare, Inc., CLOUDFLARENET
104.22.71.197;Cloudflare, Inc., CLOUDFLARENET
104.22.74.216;Cloudflare, Inc., CLOUDFLARENET
104.22.75.216;Cloudflare, Inc., CLOUDFLARENET
104.237.62.213;WebNX, Inc., WEBNX-BLK-13
104.244.120.67;InMotion Hosting, Inc., IMH-LAX
104.244.42.130;Twitter Inc., TWITTER-NETWORK
104.244.42.131;Twitter Inc., TWITTER-NETWORK
104.244.42.193;Twitter Inc., TWITTER-NETWORK
104.244.42.194;Twitter Inc., TWITTER-NETWORK
104.244.42.195;Twitter Inc., TWITTER-NETWORK
104.244.42.197;Twitter Inc., TWITTER-NETWORK
104.244.42.2;Twitter Inc., TWITTER-NETWORK
104.244.42.3;Twitter Inc., TWITTER-NETWORK
104.244.42.66;Twitter Inc., TWITTER-NETWORK
104.244.43.131;Twitter Inc., TWITTER-NETWORK
104.247.168.126;cust-guzelhosting, cust-guzelhosting (TR)
104.248.126.225;DigitalOcean, LLC, DIGITALOCEAN-104-248-0-0
104.248.38.210;DigitalOcean, LLC, DIGITALOCEAN-104-248-0-0
104.248.96.70;DigitalOcean, LLC, DIGITALOCEAN-104-248-0-0
104.26.0.163;Cloudflare, Inc., CLOUDFLARENET
104.26.1.163;Cloudflare, Inc., CLOUDFLARENET
104.26.10.200;Cloudflare, Inc., CLOUDFLARENET
104.26.10.86;Cloudflare, Inc., CLOUDFLARENET
104.26.11.103;Cloudflare, Inc., CLOUDFLARENET
104.26.11.211;Cloudflare, Inc., CLOUDFLARENET
104.26.12.133;Cloudflare, Inc., CLOUDFLARENET
104.26.12.191;Cloudflare, Inc., CLOUDFLARENET
104.26.12.205;Cloudflare, Inc., CLOUDFLARENET
104.26.12.55;Cloudflare, Inc., CLOUDFLARENET
104.26.12.67;Cloudflare, Inc., CLOUDFLARENET
104.26.13.182;Cloudflare, Inc., CLOUDFLARENET
104.26.13.191;Cloudflare, Inc., CLOUDFLARENET
104.26.13.205;Cloudflare, Inc., CLOUDFLARENET
104.26.13.67;Cloudflare, Inc., CLOUDFLARENET
104.26.14.54;Cloudflare, Inc., CLOUDFLARENET
104.26.15.167;Cloudflare, Inc., CLOUDFLARENET
104.26.15.54;Cloudflare, Inc., CLOUDFLARENET
104.26.15.64;Cloudflare, Inc., CLOUDFLARENET
104.26.2.173;Cloudflare, Inc., CLOUDFLARENET
104.26.2.27;Cloudflare, Inc., CLOUDFLARENET
104.26.2.60;Cloudflare, Inc., CLOUDFLARENET
104.26.2.70;Cloudflare, Inc., CLOUDFLARENET
104.26.3.173;Cloudflare, Inc., CLOUDFLARENET
104.26.3.27;Cloudflare, Inc., CLOUDFLARENET
104.26.3.30;Cloudflare, Inc., CLOUDFLARENET
104.26.3.60;Cloudflare, Inc., CLOUDFLARENET
104.26.3.70;Cloudflare, Inc., CLOUDFLARENET
104.26.4.15;Cloudflare, Inc., CLOUDFLARENET
104.26.4.66;Cloudflare, Inc., CLOUDFLARENET
104.26.5.15;Cloudflare, Inc., CLOUDFLARENET
104.26.5.215;Cloudflare, Inc., CLOUDFLARENET
104.26.5.66;Cloudflare, Inc., CLOUDFLARENET
104.26.7.228;Cloudflare, Inc., CLOUDFLARENET
104.26.7.42;Cloudflare, Inc., CLOUDFLARENET
104.26.8.199;Cloudflare, Inc., CLOUDFLARENET
104.26.8.59;Cloudflare, Inc., CLOUDFLARENET
104.26.9.169;Cloudflare, Inc., CLOUDFLARENET
104.26.9.199;Cloudflare, Inc., CLOUDFLARENET
104.26.9.59;Cloudflare, Inc., CLOUDFLARENET
104.30.128.66;Cloudflare, Inc., CLOUDFLARENET
104.30.128.67;Cloudflare, Inc., CLOUDFLARENET
104.30.128.68;Cloudflare, Inc., CLOUDFLARENET
104.30.128.70;Cloudflare, Inc., CLOUDFLARENET
104.30.128.71;Cloudflare, Inc., CLOUDFLARENET
104.30.128.72;Cloudflare, Inc., CLOUDFLARENET
104.30.128.73;Cloudflare, Inc., CLOUDFLARENET
104.40.3.150;Microsoft Corporation, MSFT
104.41.157.213;Microsoft Corporation, MSFT
104.45.141.128;Microsoft Corporation, MSFT
104.45.158.137;Microsoft Corporation, MSFT
104.64.113.235;Akamai Technologies, Inc., AKAMAI
104.64.118.15;Akamai Technologies, Inc., AKAMAI
104.64.126.246;Akamai Technologies, Inc., AKAMAI
104.64.160.28;Akamai Technologies, Inc., AKAMAI
104.64.164.170;Akamai Technologies, Inc., AKAMAI
104.68.64.217;Akamai Technologies, Inc., AKAMAI
104.68.66.114;Akamai Technologies, Inc., AKAMAI
104.68.66.120;Akamai Technologies, Inc., AKAMAI
104.68.68.143;Akamai Technologies, Inc., AKAMAI
104.68.68.28;Akamai Technologies, Inc., AKAMAI
104.68.69.233;Akamai Technologies, Inc., AKAMAI
104.68.78.119;Akamai Technologies, Inc., AKAMAI
104.68.78.171;Akamai Technologies, Inc., AKAMAI
104.68.81.91;Akamai Technologies, Inc., AKAMAI
104.68.82.216;Akamai Technologies, Inc., AKAMAI
104.68.82.93;Akamai Technologies, Inc., AKAMAI
104.68.83.233;Akamai Technologies, Inc., AKAMAI
104.68.84.171;Akamai Technologies, Inc., AKAMAI
104.68.85.25;Akamai Technologies, Inc., AKAMAI
104.68.85.7;Akamai Technologies, Inc., AKAMAI
104.68.86.71;Akamai Technologies, Inc., AKAMAI
104.68.89.179;Akamai Technologies, Inc., AKAMAI
104.68.92.92;Akamai Technologies, Inc., AKAMAI
104.73.92.112;Akamai Technologies, Inc., AKAMAI
104.83.4.10;Akamai International, BV, AIBV
104.83.4.17;Akamai International, BV, AIBV
104.83.4.186;Akamai International, BV, AIBV
104.83.4.187;Akamai International, BV, AIBV
104.83.4.18;Akamai International, BV, AIBV
104.83.4.193;Akamai International, BV, AIBV
104.83.4.19;Akamai International, BV, AIBV
104.83.4.24;Akamai International, BV, AIBV
104.83.4.25;Akamai International, BV, AIBV
104.83.4.32;Akamai International, BV, AIBV
104.83.4.40;Akamai International, BV, AIBV
104.83.4.41;Akamai International, BV, AIBV
104.83.4.43;Akamai International, BV, AIBV
104.83.4.48;Akamai International, BV, AIBV
104.83.4.49;Akamai International, BV, AIBV
104.83.4.50;Akamai International, BV, AIBV
104.83.4.57;Akamai International, BV, AIBV
104.83.4.58;Akamai International, BV, AIBV
104.83.4.9;Akamai International, BV, AIBV
104.86.110.105;Akamai International, BV, AIBV
104.90.24.112;Akamai Technologies, Inc., AKAMAI
104.90.24.133;Akamai Technologies, Inc., AKAMAI
104.90.24.23;Akamai Technologies, Inc., AKAMAI
104.90.25.175;Akamai Technologies, Inc., AKAMAI
104.90.25.237;Akamai Technologies, Inc., AKAMAI
104.91.71.140;Akamai Technologies, Inc., AKAMAI
104.96.128.188;Akamai International, BV, AIBV
104.96.141.237;Akamai International, BV, AIBV
104.96.142.190;Akamai International, BV, AIBV
104.96.143.250;Akamai International, BV, AIBV
104.96.145.31;Akamai International, BV, AIBV
104.96.145.36;Akamai International, BV, AIBV
104.96.145.54;Akamai International, BV, AIBV
104.96.150.32;Akamai International, BV, AIBV
104.96.156.111;Akamai International, BV, AIBV
104.96.161.172;Akamai International, BV, AIBV
104.96.94.14;Akamai International, BV, AIBV
104.97.14.200;Akamai Technologies, Inc., AKAMAI
106.15.100.117;ABUSE CNNICCN, ALISOFT (CN)
106.15.100.127;ABUSE CNNICCN, ALISOFT (CN)
106.225.194.38;ABUSE CHINANETCN, CHINANET-JX (CN)
106.8.131.51;ABUSE CHINANETCN, CHINANET-HE (CN)
107.154.184.193;Incapsula Inc, INCAPSULA-NETWORK
107.172.34.27;RackNerd LLC, CC-107-172-34-0-24
107.178.240.159;Google LLC, GOOGLE-CLOUD
107.178.251.134;Google LLC, GOOGLE-CLOUD
107.20.248.167;Amazon.com, Inc., AMAZON-EC2-8
107.21.103.88;Amazon.com, Inc., AMAZON-EC2-8
107.21.242.214;Amazon.com, Inc., AMAZON-EC2-8
107.22.168.23;Amazon.com, Inc., AMAZON-EC2-8
107.22.243.234;Amazon.com, Inc., AMAZON-EC2-8
107.22.67.141;Amazon.com, Inc., AMAZON-EC2-8
107.23.151.79;Amazon.com, Inc., AMAZON-EC2-8
108.128.170.125;Amazon.com, Inc., AMAZO-4
108.128.240.76;Amazon.com, Inc., AMAZO-4
108.128.74.207;Amazon.com, Inc., AMAZO-4
108.138.34.183;Amazon.com, Inc., AMAZON-CF
108.138.36.129;Amazon.com, Inc., AMAZON-CF
108.138.7.25;Amazon.com, Inc., AMAZON-CF
108.156.2.101;Amazon.com, Inc., AMAZO-4
108.157.125.122;Amazon.com, Inc., AMAZO-4
108.160.163.110;Dropbox, Inc., DROPBOX
108.160.169.170;Dropbox, Inc., DROPBOX
108.160.170.38;Dropbox, Inc., DROPBOX
108.160.172.204;Dropbox, Inc., DROPBOX
108.160.172.236;Dropbox, Inc., DROPBOX
108.167.161.213;HostGator.com LLC, HGBLOCK-4
108.167.161.213;WEBSITEWELCOME.COM, HGBLOCK-4
108.177.122.120;Google LLC, GOOGLE
108.177.96.84;Google LLC, GOOGLE
109.200.199.111;i3D.net Role, i3Dnet-K771097 (IT)
109.200.209.143;i3D.net Role, i3Dnet-K771097 (US)
109.200.209.144;i3D.net Role, i3Dnet-K771097 (US)
109.234.160.199;o2switch Internet Routing, O2SWITCH (FR)
109.234.162.102;o2switch Internet Routing, O2SWITCH (FR)
109.234.162.115;o2switch Internet Routing, O2SWITCH (FR)
109.234.164.70;------ www.o2switch.net ------, O2SWITCH (FR)
109.234.32.201;Iron Hosting Centre LTD, MCHOST-NET (GB)
109.237.138.15;Alfahosting Hostmaster, ALFAHOSTING-NET (DE)
109.237.138.40;Alfahosting Hostmaster, ALFAHOSTING-NET (DE)
109.71.44.119;Almouroltec Tech, PT-ALMOUROLTEC (PT)
109.95.159.70;dhosting.pl Sp. z o.o., DHOSTING-PL (PL)
110.185.108.38;ABUSE CHINANETCN, CHINANET-SC (CN)
110.75.255.192;ABUSE CNNICCN, AntFS (CN)
110.76.3.1;ABUSE CNNICCN, AntFS (CN)
110.76.3.2;ABUSE CNNICCN, AntFS (CN)
110.76.6.71;ABUSE CNNICCN, AntFS (CN)
110.76.6.75;ABUSE CNNICCN, AntFS (CN)
110.76.8.203;ABUSE CNNICCN, AntFS (CN)
110.76.8.204;ABUSE CNNICCN, AntFS (CN)
110.93.147.30;NAVER Cloud Corp., NBP-NET-KR (KR)
111.108.51.10;Japan Network Information Center, BAIDU-KDDI1 (JP)
111.108.51.56;Japan Network Information Center, BAIDU-KDDI1 (JP)
111.118.215.174;Hostgator India - Network Division, HG-GPX-Pool (IN)
111.225.213.38;ABUSE CHINANETCN, CHINANET-HE (CN)
111.3.90.95;China Mobile, CMNET (CN)
112.213.33.223;Mammoth Media Pty Ltd, MAMMOTHMEDIA-AU (AU)
113.142.207.38;ABUSE CHINANETCN, CHINANET-SN (CN)
113.219.142.38;CHINANET HUNAN, CHINANET-HN (CN)
113.219.161.38;CHINANET HUNAN, CHINANET-HN (CN)
115.56.90.140;CNC Group CHINA169 Henan Province Network, UNICOM-HA (CN)
116.131.226.145;ABUSE CNNICCN, UNICOM (CN)
116.196.155.55;ABUSE CNNICCN, JHWA (CN)
116.202.163.33;ABUSE STUBAP, STUB-116-202SLASH15 (ZZ)
116.202.167.133;ABUSE STUBAP, STUB-116-202SLASH15 (ZZ)
116.202.167.155;ABUSE STUBAP, STUB-116-202SLASH15 (ZZ)
116.202.170.124;ABUSE STUBAP, STUB-116-202SLASH15 (ZZ)
116.202.170.126;ABUSE STUBAP, STUB-116-202SLASH15 (ZZ)
116.202.170.28;ABUSE STUBAP, STUB-116-202SLASH15 (ZZ)
116.202.170.35;ABUSE STUBAP, STUB-116-202SLASH15 (ZZ)
116.203.77.101;ABUSE STUBAP, STUB-116-202SLASH15 (ZZ)
117.33.185.38;ABUSE CHINANETCN, CHINANET-SN (CN)
117.68.52.38;ABUSE CHINANETCN, CHINANET-AH (CN)
118.194.232.68;UCLOUD INFORMATION TECHNOLOGY HK LIMITED, UCLOUD-SG (SG)
118.194.233.192;UCLOUD INFORMATION TECHNOLOGY HK LIMITED, UCLOUD-SG (SG)
118.194.233.238;UCLOUD INFORMATION TECHNOLOGY HK LIMITED, UCLOUD-SG (SG)
118.194.234.167;UCLOUD INFORMATION TECHNOLOGY HK LIMITED, UCLOUD-SG (SG)
118.212.224.38;CNC Group CHINA169 Jiangxi Province Network, UNICOM-JX (CN)
119.147.179.152;ABUSE CHINANETCN, CHINANET-GD (CN)
120.138.22.182;SiteTech Solutions Limited, SITEHOST-NZ (NZ)
120.41.32.38;CHINANETFJ IP ADMIN, CHINANET-FJ (CN)
122.189.171.73;ABUSE CUCN, UNICOM-HB (CN)
123.125.99.30;ABUSE CUCN, UNICOM-BJ (CN)
123.125.99.31;ABUSE CUCN, UNICOM-BJ (CN)
123.182.48.168;ABUSE CHINANETCN, CHINANET-HE (CN)
123.182.48.218;ABUSE CHINANETCN, CHINANET-HE (CN)
123.182.48.26;ABUSE CHINANETCN, CHINANET-HE (CN)
123.182.51.36;ABUSE CHINANETCN, CHINANET-HE (CN)
123.183.232.34;ABUSE CHINANETCN, CHINANET-HE (CN)
123.183.232.65;ABUSE CHINANETCN, CHINANET-HE (CN)
124.146.153.168;Japan Network Information Center, SO-NTTPC-DC8 (JP)
124.239.14.250;ABUSE CHINANETCN, CHINANET-HE (CN)
124.239.243.38;ABUSE CHINANETCN, CHINANET-HE (CN)
125.209.252.27;NAVER Cloud Corp., NBP-NET-KR (KR)
125.209.252.35;NAVER Cloud Corp., NBP-NET-KR (KR)
125.74.110.38;ABUSE CHINANETCN, CHINANET-GS (CN)
128.1.34.162;UCLOUD, ZL-HKG-UCLOUD-0086
128.1.34.163;UCLOUD, ZL-HKG-UCLOUD-0086
128.1.34.164;UCLOUD, ZL-HKG-UCLOUD-0086
128.1.34.165;UCLOUD, ZL-HKG-UCLOUD-0086
128.1.34.166;UCLOUD, ZL-HKG-UCLOUD-0086
128.116.101.3;Roblox, RC-376
128.116.104.4;Roblox, RC-376
128.116.115.3;Roblox, RC-376
128.116.119.4;Roblox, RC-376
128.116.120.3;Roblox, RC-376
128.116.122.3;Roblox, RC-376
128.116.127.3;Roblox, RC-376
128.116.21.3;Roblox, RC-376
128.116.32.3;Roblox, RC-376
128.116.44.3;Roblox, RC-376
128.116.50.3;Roblox, RC-376
128.116.51.3;Roblox, RC-376
128.116.99.3;Roblox, RC-376
128.140.111.243;Hetzner Online GmbH, CLOUD-NBG1 (DE)
128.140.223.200;IT-Department-FLEXWEBHOSTING, NET-FLEX-128-140-223 (NL)
128.199.153.233;DigitalOcean, LLC, DigitalOcean (US)
128.65.195.247;Infomaniak Network SA, INFOMANIAK-HOSTING (CH)
13.107.136.254;Microsoft Corporation, MSFT
13.107.137.11;Microsoft Corporation, MSFT
13.107.19.254;Microsoft Corporation, MSFT
13.107.21.200;Microsoft Corporation, MSFT
13.107.21.237;Microsoft Corporation, MSFT
13.107.21.239;Microsoft Corporation, MSFT
13.107.219.254;Microsoft Corporation, MSFT
13.107.237.254;Microsoft Corporation, MSFT
13.107.246.254;Microsoft Corporation, MSFT
13.107.246.44;Microsoft Corporation, MSFT
13.107.246.45;Microsoft Corporation, MSFT
13.107.246.64;Microsoft Corporation, MSFT
13.107.253.254;Microsoft Corporation, MSFT
13.107.253.64;Microsoft Corporation, MSFT
13.107.3.254;Microsoft Corporation, MSFT
13.107.42.12;Microsoft Corporation, MSFT
13.107.42.14;Microsoft Corporation, MSFT
13.107.42.16;Microsoft Corporation, MSFT
13.107.42.254;Microsoft Corporation, MSFT
13.107.43.14;Microsoft Corporation, MSFT
13.107.5.80;Microsoft Corporation, MSFT
13.107.5.91;Microsoft Corporation, MSFT
13.107.6.158;Microsoft Corporation, MSFT
13.210.107.76;Amazon Corporate Services Pty Ltd, AMAZO-SYD
13.212.211.159;Amazon Data Services Singapore, AMAZON-SIN
13.224.189.57;Amazon.com, Inc., AMAZO-CF
13.224.194.203;Amazon.com, Inc., AMAZO-CF
13.224.58.175;Amazon.com, Inc., AMAZO-CF
13.225.10.101;Amazon.com, Inc., AMAZO-CF
13.225.10.105;Amazon.com, Inc., AMAZO-CF
13.225.10.112;Amazon.com, Inc., AMAZO-CF
13.225.10.51;Amazon.com, Inc., AMAZO-CF
13.225.78.102;Amazon.com, Inc., AMAZO-CF
13.225.84.155;Amazon.com, Inc., AMAZO-CF
13.226.89.188;Amazon.com, Inc., AMAZO-CF
13.231.51.188;Amazon Data Services Japan, AMAZON-NRT
13.248.142.121;Amazon Technologies Inc., AT-88-Z
13.248.169.48;Amazon Technologies Inc., AT-88-Z
13.248.212.111;Amazon Technologies Inc., AT-88-Z
13.248.245.213;Amazon Technologies Inc., AT-88-Z
13.249.9.65;Amazon.com, Inc., AMAZO-CF
13.249.9.7;Amazon.com, Inc., AMAZO-CF
13.249.9.95;Amazon.com, Inc., AMAZO-CF
13.32.11.193;Amazon.com, Inc., AMAZO-CF
13.32.11.21;Amazon.com, Inc., AMAZO-CF
13.32.11.73;Amazon.com, Inc., AMAZO-CF
13.32.110.100;Amazon.com, Inc., AMAZO-CF
13.32.110.103;Amazon.com, Inc., AMAZO-CF
13.32.110.104;Amazon.com, Inc., AMAZO-CF
13.32.110.105;Amazon.com, Inc., AMAZO-CF
13.32.110.107;Amazon.com, Inc., AMAZO-CF
13.32.110.109;Amazon.com, Inc., AMAZO-CF
13.32.110.113;Amazon.com, Inc., AMAZO-CF
13.32.110.115;Amazon.com, Inc., AMAZO-CF
13.32.110.117;Amazon.com, Inc., AMAZO-CF
13.32.110.118;Amazon.com, Inc., AMAZO-CF
13.32.110.11;Amazon.com, Inc., AMAZO-CF
13.32.110.120;Amazon.com, Inc., AMAZO-CF
13.32.110.124;Amazon.com, Inc., AMAZO-CF
13.32.110.125;Amazon.com, Inc., AMAZO-CF
13.32.110.128;Amazon.com, Inc., AMAZO-CF
13.32.110.15;Amazon.com, Inc., AMAZO-CF
13.32.110.21;Amazon.com, Inc., AMAZO-CF
13.32.110.22;Amazon.com, Inc., AMAZO-CF
13.32.110.23;Amazon.com, Inc., AMAZO-CF
13.32.110.24;Amazon.com, Inc., AMAZO-CF
13.32.110.25;Amazon.com, Inc., AMAZO-CF
13.32.110.26;Amazon.com, Inc., AMAZO-CF
13.32.110.27;Amazon.com, Inc., AMAZO-CF
13.32.110.30;Amazon.com, Inc., AMAZO-CF
13.32.110.35;Amazon.com, Inc., AMAZO-CF
13.32.110.37;Amazon.com, Inc., AMAZO-CF
13.32.110.38;Amazon.com, Inc., AMAZO-CF
13.32.110.39;Amazon.com, Inc., AMAZO-CF
13.32.110.42;Amazon.com, Inc., AMAZO-CF
13.32.110.45;Amazon.com, Inc., AMAZO-CF
13.32.110.46;Amazon.com, Inc., AMAZO-CF
13.32.110.47;Amazon.com, Inc., AMAZO-CF
13.32.110.4;Amazon.com, Inc., AMAZO-CF
13.32.110.56;Amazon.com, Inc., AMAZO-CF
13.32.110.57;Amazon.com, Inc., AMAZO-CF
13.32.110.58;Amazon.com, Inc., AMAZO-CF
13.32.110.61;Amazon.com, Inc., AMAZO-CF
13.32.110.65;Amazon.com, Inc., AMAZO-CF
13.32.110.70;Amazon.com, Inc., AMAZO-CF
13.32.110.72;Amazon.com, Inc., AMAZO-CF
13.32.110.73;Amazon.com, Inc., AMAZO-CF
13.32.110.76;Amazon.com, Inc., AMAZO-CF
13.32.110.80;Amazon.com, Inc., AMAZO-CF
13.32.110.81;Amazon.com, Inc., AMAZO-CF
13.32.110.82;Amazon.com, Inc., AMAZO-CF
13.32.110.83;Amazon.com, Inc., AMAZO-CF
13.32.110.84;Amazon.com, Inc., AMAZO-CF
13.32.110.85;Amazon.com, Inc., AMAZO-CF
13.32.110.88;Amazon.com, Inc., AMAZO-CF
13.32.110.97;Amazon.com, Inc., AMAZO-CF
13.32.110.9;Amazon.com, Inc., AMAZO-CF
13.32.118.126;Amazon.com, Inc., AMAZO-CF
13.32.145.107;Amazon.com, Inc., AMAZO-CF
13.32.145.17;Amazon.com, Inc., AMAZO-CF
13.32.145.59;Amazon.com, Inc., AMAZO-CF
13.32.145.80;Amazon.com, Inc., AMAZO-CF
13.32.145.81;Amazon.com, Inc., AMAZO-CF
13.32.158.119;Amazon.com, Inc., AMAZO-CF
13.32.158.39;Amazon.com, Inc., AMAZO-CF
13.32.158.96;Amazon.com, Inc., AMAZO-CF
13.32.6.223;Amazon.com, Inc., AMAZO-CF
13.33.187.51;Amazon.com, Inc., AMAZO-CF
13.42.165.67;Amazon Data Services UK, AMAZON-LHR
13.43.231.39;Amazon Data Services UK, AMAZON-LHR
13.50.180.192;Amazon Data Services Sweden, AMAZON-ARN
13.50.192.155;Amazon Data Services Sweden, AMAZON-ARN
13.53.196.230;Amazon Data Services Sweden, AMAZON-ARN
13.59.118.204;Amazon Technologies Inc., AT-88-Z
13.67.191.143;Microsoft Corporation, MSFT
13.69.239.72;Microsoft Corporation, MSFT
13.69.239.73;Microsoft Corporation, MSFT
13.74.129.92;Microsoft Corporation, MSFT
13.74.138.242;Microsoft Corporation, MSFT
13.74.138.55;Microsoft Corporation, MSFT
13.74.139.29;Microsoft Corporation, MSFT
13.74.142.52;Microsoft Corporation, MSFT
13.74.142.8;Microsoft Corporation, MSFT
13.74.186.119;Microsoft Corporation, MSFT
13.74.187.43;Microsoft Corporation, MSFT
13.78.111.199;Microsoft Corporation, MSFT
13.85.23.206;Microsoft Corporation, MSFT
13.85.23.86;Microsoft Corporation, MSFT
13.87.96.169;Microsoft Corporation, MSFT
13.89.178.26;Microsoft Corporation, MSFT
13.89.179.11;Microsoft Corporation, MSFT
13.89.179.12;Microsoft Corporation, MSFT
13.89.179.14;Microsoft Corporation, MSFT
13.93.215.91;Microsoft Corporation, MSFT
13.95.26.4;Microsoft Corporation, MSFT
13.95.31.18;Microsoft Corporation, MSFT
130.162.161.10;Oracle Corporation, OC-260
130.211.115.4;Google LLC, GOOGLE-CLOUD
130.211.12.225;Google LLC, GOOGLE-CLOUD
130.211.16.132;Google LLC, GOOGLE-CLOUD
130.211.20.72;Google LLC, GOOGLE-CLOUD
130.211.23.194;Google LLC, GOOGLE-CLOUD
130.211.33.132;Google LLC, GOOGLE-CLOUD
130.211.34.183;Google LLC, GOOGLE-CLOUD
130.211.9.172;Google LLC, GOOGLE-CLOUD
131.188.40.189;Friedrich-Alexander-Universitaet Erlangen-Nuernberg, REVUE (DE)
131.202.240.150;University of New Brunswick, UNB-IPNET
131.202.240.86;University of New Brunswick, UNB-IPNET
131.202.6.26;University of New Brunswick, UNB-IPNET
131.253.33.237;Microsoft Corp, MICROSOFT
131.253.33.254;Microsoft Corp, MICROSOFT
131.253.34.162;Microsoft Corp, MICROSOFT
131.253.40.59;Microsoft Corp, MICROSOFT
131.253.61.82;Microsoft Corp, MICROSOFT
131.253.61.84;Microsoft Corp, MICROSOFT
132.226.214.62;Oracle Corporation, OC-260
133.18.34.103;Japan Network Information Center, KIR (JP)
134.122.57.34;DigitalOcean, LLC, DIGITALOCEAN-134-122-0-0
134.170.115.62;Microsoft Corp, MICROSOFT
134.170.120.72;Microsoft Corp, MICROSOFT
134.170.58.123;Microsoft Corp, MICROSOFT
134.209.56.90;DigitalOcean, LLC, DIGITALOCEAN-134-209-0-0
134.255.237.119;Axel Hartwig trading as delta-networks.de, DE-dnwx-01 (DE)
135.125.16.232;OVH SAS, OVH-DEDICATED-FO (FR)
135.181.130.44;Hetzner Online GmbH, DE-HETZNER-19931109 (DE)
136.144.130.40;TransIP B.V. Admin, TRANSIP-AMS4-CUST (NL)
136.144.250.121;TransIP B.V. Admin, TRANSIP-136-144-192-0 (NL)
136.243.23.15;Hetzner Online GmbH, HETZNER-fsn1-dc12 (DE)
136.243.55.84;Hetzner Online GmbH, HETZNER-fsn1-dc12 (DE)
137.116.224.167;Microsoft Corp, MICROSOFT
137.116.32.77;Microsoft Corp, MICROSOFT
137.116.33.169;Microsoft Corp, MICROSOFT
137.116.64.35;Microsoft Corp, MICROSOFT
137.116.64.98;Microsoft Corp, MICROSOFT
137.135.178.242;Microsoft Corp, MICROSOFT
137.66.50.154;Fly.io, Inc., FLYIO
138.108.6.20;Nielsen Consumer LLC, NCL-203
138.113.133.16;Meteverse Limited., METEVERSE-NETWORKS
138.113.133.18;Meteverse Limited., METEVERSE-NETWORKS
138.113.133.7;Meteverse Limited., METEVERSE-NETWORKS
138.128.178.242;HostDime.com, Inc., DIMENOC
138.197.111.104;DigitalOcean, LLC, DIGITALOCEAN-138-197-0-0
